"SITE_ID","YEAR","SEASON","DATEON","DATEOFF","SO2_CONC","SO4_CONC","NO3_CONC","HNO3_CONC","TNO3_CONC","NH4_CONC","CA_CONC","NA_CONC","MG_CONC","K_CONC","CL_CONC"
"PND165","2006.0","SU","05/30/2006 09:00:00","08/29/2006 08:00:00","0.301","0.766","0.126","0.598","0.714","0.246","0.115","0.026","0.019","0.044","0.025"
"VPI120","2006.0","SU","05/30/2006 09:00:00","08/29/2006 08:00:00","6.935","7.65","0.11","1.579","1.664","2.063","0.217","0.052","0.042","0.069","0.031"
"GRB411","2009.0","SU","06/02/2009 09:00:00","09/01/2009 08:00:00","0.155","0.625","0.19","0.51","0.692","0.243","0.283","0.063","0.035","0.051","0.023"
"ROM406","1999.0","WI","12/01/1998 09:00:00","03/02/1999 08:00:00","0.356","0.323","0.094","0.242","0.332","0.132","","","","",""
"HWF187","2016.0","WI","12/01/2015 09:00:00","03/01/2016 08:00:00","0.534","0.795","0.366","0.336","0.697","0.333","0.046","0.09","0.014","0.023","0.083"
"BBE401","2001.0","SP","02/27/2001 09:00:00","05/29/2001 08:00:00","0.805","2.734","0.621","0.554","1.165","0.789","1.013","0.231","0.07","0.093",""
"PRK134","1993.0","FA","08/31/1993 09:00:00","11/30/1993 08:00:00","1.287","1.311","1.224","0.501","1.717","0.723","","","","",""
"MEV405","1995.0","FA","08/29/1995 09:00:00","11/28/1995 08:00:00","1.469","0.772","0.131","0.874","0.991","0.273","","","","",""
"OXF122","2020.0","WI","12/03/2019 09:00:00","03/03/2020 08:00:00","0.946","1.14","2.585","0.614","3.19","1.028","0.185","0.106","0.036","0.05","0.093"
"WNC429","2018.0","FA","09/04/2018 09:00:00","12/04/2018 08:00:00","0.225","0.435","0.211","0.332","0.537","0.174","0.3","0.018","0.026","0.029","0.017"
"HWF187","2004.0","SP","03/02/2004 09:00:00","06/01/2004 08:00:00","1.098","2.355","0.134","0.809","0.929","0.819","0.07","0.063","0.018","0.033","0.035"
"NEC602","2014.0","SP","03/04/2014 09:00:00","06/03/2014 08:00:00","0.268","0.725","0.273","0.436","0.702","0.262","0.328","0.029","0.023","0.026","0.014"
"PNF126","2010.0","SP","03/02/2010 09:00:00","06/01/2010 08:00:00","1.272","2.277","0.321","0.922","1.228","0.798","0.174","0.091","0.037","0.065","0.03"
"GLR468","1994.0","WI","11/30/1993 09:00:00","03/01/1994 08:00:00","1.138","0.575","0.311","0.24","0.547","0.222","","","","",""
"WNC429","2015.0","WI","12/02/2014 09:00:00","03/03/2015 08:00:00","0.49","0.501","0.33","0.362","0.686","0.204","0.25","0.026","0.016","0.014","0.018"
"CVL151","2016.0","SU","05/31/2016 09:00:00","08/30/2016 08:00:00","0.429","1.656","0.397","0.649","1.036","0.454","0.175","0.246","0.052","0.09","0.061"
"SAV164","1990.0","FA","09/04/1990 09:00:00","12/04/1990 08:00:00","0.24","0.411","0.191","0.416","0.6","0.179","","","","",""
"ASH135","2001.0","FA","09/04/2001 09:00:00","12/04/2001 08:00:00","0.868","1.769","0.24","0.407","0.64","0.523","0.102","0.121","0.025","0.125",""
"ALH157","2010.0","SP","03/02/2010 09:00:00","06/01/2010 08:00:00","2.346","2.707","1.812","1.31","3.101","1.281","0.488","0.081","0.068","0.125","0.041"
"ANL146","1992.0","FA","09/01/1992 09:00:00","12/01/1992 08:00:00","16.478","4.654","3.031","1.347","4.356","1.815","","","","",""
"SPD111","2011.0","SU","05/31/2011 09:00:00","08/30/2011 08:00:00","0.823","3.893","0.087","1.009","1.08","1.238","0.363","0.049","0.041","0.107","0.032"
"ARE128","2005.0","FA","08/30/2005 09:00:00","11/29/2005 08:00:00","10.128","4.175","1.01","2.257","3.231","1.501","0.296","0.174","0.054","0.062","0.079"
"SND152","1996.0","SU","06/04/1996 09:00:00","09/03/1996 08:00:00","4.402","9.783","0.567","2.976","3.495","3.787","","","","",""
"CON186","2006.0","SU","05/30/2006 09:00:00","08/29/2006 08:00:00","0.601","1.533","0.958","3.635","4.535","0.514","0.301","0.216","0.059","0.084","0.014"
"CDR119","2015.0","SP","03/03/2015 09:00:00","06/02/2015 08:00:00","1.087","1.863","0.195","0.685","0.869","0.627","0.216","0.062","0.034","0.061","0.034"
"PRK134","2004.0","WI","12/02/2003 09:00:00","03/02/2004 08:00:00","3.13","1.998","3.374","0.841","4.201","1.567","0.118","0.121","0.028","0.051","0.09"
"MEV405","2018.0","SU","05/29/2018 09:00:00","09/04/2018 08:00:00","0.156","0.481","0.199","0.637","0.826","0.197","0.248","0.059","0.032","0.055","0.031"
"ABT147","2008.0","FA","09/02/2008 09:00:00","12/02/2008 08:00:00","1.63","1.57","0.614","0.824","1.425","0.562","0.074","0.209","0.033","0.071","0.103"
"CAD150","2011.0","WI","11/30/2010 09:00:00","03/01/2011 08:00:00","1.273","2.069","1.277","0.781","2.045","0.982","0.192","0.131","0.026","0.073","0.059"
"LAV410","2006.0","WI","11/29/2005 09:00:00","02/28/2006 08:00:00","0.158","0.175","0.07","0.115","0.183","0.055","0.022","0.026","0.006","0.01","0.025"
"DCP214","1990.0","FA","09/04/1990 09:00:00","12/04/1990 08:00:00","","","","","","","","","","",""
"SUM156","2006.0","SP","02/28/2006 09:00:00","05/30/2006 08:00:00","1.439","4.02","0.514","1.1","1.597","0.751","0.196","0.81","0.124","0.097","0.366"
"SAL133","2020.0","WI","12/03/2019 09:00:00","03/03/2020 08:00:00","0.633","1.223","3.801","0.34","4.135","1.446","0.222","0.103","0.047","0.055","0.138"
"PAR107","1989.0","SP","02/28/1989 09:00:00","05/30/1989 08:00:00","13.785","5.571","0.863","2.146","2.975","1.643","0.61","0.093","0.069","0.21",""
"VIN140","2019.0","SU","06/04/2019 09:00:00","09/03/2019 08:00:00","0.81","1.598","0.509","0.889","1.383","0.542","0.902","0.058","0.083","0.102","0.034"
"HOX148","2009.0","FA","09/01/2009 09:00:00","12/01/2009 08:00:00","0.939","1.786","0.745","0.546","1.282","0.784","0.143","0.016","0.032","0.057","0.035"
"VOY413","2003.0","SP","03/04/2003 09:00:00","06/03/2003 08:00:00","0.957","1.599","0.515","0.656","1.161","0.636","0.125","0.044","0.029","0.036",""
"MKG113","2019.0","WI","12/04/2018 09:00:00","02/26/2019 08:00:00","1.055","1.299","2.191","0.474","2.658","0.924","0.197","0.219","0.029","0.052","0.208"
"HWF187","2022.0","SP","03/01/2022 09:00:00","05/31/2022 08:00:00","0.18","0.541","0.24","0.241","0.477","0.211","0.081","0.056","0.016","0.024","0.04"
"SPD111","1997.0","FA","09/02/1997 09:00:00","12/02/1997 08:00:00","5.803","5.579","0.886","1.59","2.451","1.825","","","","",""
"GRB411","2013.0","SP","02/26/2013 09:00:00","06/04/2013 08:00:00","0.141","0.708","0.255","0.19","0.442","0.191","0.453","0.138","0.058","0.042","0.1"
"ARE128","2012.0","FA","09/04/2012 09:00:00","12/04/2012 08:00:00","1.77","2.16","1.856","1.205","3.041","1.192","0.202","0.099","0.035","0.056","0.09"
"GRB411","2014.0","WI","12/03/2013 09:00:00","03/04/2014 08:00:00","0.114","0.189","0.081","0.133","0.212","0.083","0.055","0.024","0.006","0.011","0.02"
"HOW132","2012.0","WI","11/29/2011 09:00:00","02/28/2012 08:00:00","0.539","0.858","0.372","0.306","0.674","0.311","0.036","0.187","0.022","0.04","0.145"
"RED004","2017.0","SP","02/28/2017 09:00:00","05/30/2017 08:00:00","0.363","0.692","0.432","0.317","0.744","0.304","0.216","0.037","0.048","0.031","0.043"
"BVL130","2003.0","WI","12/03/2002 09:00:00","03/04/2003 08:00:00","7.74","2.784","5.124","0.885","5.995","2.185","0.506","0.169","0.072","0.052",""
"VIN140","1989.0","WI","11/29/1988 09:00:00","02/28/1989 08:00:00","24.81","3.813","3.409","1.868","5.248","2.007","0.677","0.148","0.084","0.142",""
"GRC474","2005.0","SP","03/01/2005 09:00:00","05/31/2005 08:00:00","0.308","0.767","0.262","0.586","0.839","0.24","0.201","0.08","0.035","0.034","0.019"
"PNF126","2003.0","SU","06/03/2003 09:00:00","09/02/2003 08:00:00","1.073","6.53","0.063","1.085","1.13","1.532","0.079","0.03","0.019","0.052",""
"CTH110","1995.0","SU","05/30/1995 09:00:00","08/29/1995 08:00:00","4.42","6.587","0.37","2.669","2.997","1.972","","","","",""
"ALH157","2022.0","FA","08/30/2022 09:00:00","11/29/2022 08:00:00","0.713","0.98","1.041","0.602","1.633","0.46","0.803","0.07","0.093","0.101","0.058"
"YOS404","2017.0","WI","11/29/2016 09:00:00","02/28/2017 08:00:00","0.263","0.133","0.068","0.132","0.198","0.046","0.032","0.026","0.007","0.017","0.025"
"BFT142","2017.0","WI","11/29/2016 09:00:00","02/28/2017 08:00:00","0.788","1.03","0.892","0.379","1.264","0.337","0.101","0.71","0.088","0.128","0.843"
"GAS153","2015.0","SP","03/03/2015 09:00:00","06/02/2015 08:00:00","0.689","1.553","0.43","0.828","1.245","0.488","0.136","0.262","0.047","0.083","0.116"
"ALC188","2011.0","WI","11/30/2010 09:00:00","03/01/2011 08:00:00","1.945","2.355","0.939","0.876","1.801","0.577","0.291","0.535","0.079","0.094","0.284"
"GRC474","2002.0","FA","09/03/2002 09:00:00","12/03/2002 08:00:00","0.364","0.599","0.201","0.905","1.091","0.21","0.107","0.042","0.017","0.021",""
"HWF187","2002.0","SU","06/04/2002 09:00:00","09/03/2002 08:00:00","0.753","3.495","0.074","0.668","0.731","1.055","0.112","0.03","0.018","0.06",""
"SPD111","2000.0","WI","11/30/1999 09:00:00","02/29/2000 08:00:00","8.121","3.196","1.618","1.398","2.994","1.402","","","","",""
"LYK123","2007.0","SP","02/27/2007 09:00:00","05/29/2007 08:00:00","5.792","3.563","2.168","2.148","4.282","1.605","0.464","0.1","0.086","0.063","0.064"
"NEC602","2021.0","FA","08/31/2021 09:00:00","11/30/2021 08:00:00","0.282","0.41","0.168","0.375","0.537","0.148","0.458","0.037","0.03","0.036","0.014"
"ANA115","1992.0","SU","06/02/1992 09:00:00","09/01/1992 08:00:00","3.798","5.185","0.591","2.561","3.111","1.657","","","","",""
"QAK172","2006.0","SU","05/30/2006 09:00:00","08/29/2006 08:00:00","10.895","8.214","0.272","2.075","2.314","2.191","0.478","0.047","0.091","0.089","0.03"
"ALH257","1990.0","WI","11/28/1989 09:00:00","02/27/1990 08:00:00","19.096","3.403","4.011","0.902","4.898","2.112","","","","",""
"PBF129","1990.0","WI","11/28/1989 09:00:00","02/27/1990 08:00:00","18.08","3.67","1.57","2.55","4.079","1.477","","","","",""
"HVT424","2004.0","WI","12/02/2003 09:00:00","03/02/2004 08:00:00","46.107","2.569","0.066","0.112","0.176","0.089","0.029","0.449","0.056","0.029","0.258"
"WFM105","2019.0","SP","02/26/2019 09:00:00","06/04/2019 08:00:00","0.222","0.518","0.265","0.351","0.61","0.2","0.088","0.055","0.017","0.026","0.022"
"SEK430","2008.0","WI","12/04/2007 09:00:00","03/04/2008 08:00:00","0.276","0.691","2.825","0.787","3.6","0.995","0.067","0.092","0.017","0.049","0.049"
"KNZ184","2021.0","WI","12/01/2020 09:00:00","03/02/2021 08:00:00","0.484","0.96","2.597","0.354","2.945","0.814","1.012","0.092","0.038","0.053","0.088"
"ARE128","1990.0","SU","05/29/1990 09:00:00","09/04/1990 08:00:00","9.469","10.446","0.508","4.314","4.753","3.066","","","","",""
"SAN189","2007.0","SU","05/29/2007 09:00:00","09/04/2007 08:00:00","0.629","2.365","0.718","1.31","2.007","0.773","0.597","0.038","0.089","0.124","0.016"
"MCK231","2009.0","SP","03/03/2009 09:00:00","06/02/2009 08:00:00","3.716","2.94","0.786","1.403","2.167","1.127","0.244","0.142","0.044","0.076","0.04"
"DCP114","1993.0","SU","06/01/1993 09:00:00","08/31/1993 08:00:00","9.961","10.069","0.79","4.008","4.734","3.184","","","","",""
"VIN140","2010.0","SU","06/01/2010 09:00:00","08/31/2010 08:00:00","3.549","4.528","0.88","1.401","2.259","1.359","1.506","0.1","0.107","0.158","0.036"
"HWF187","2004.0","WI","12/02/2003 09:00:00","03/02/2004 08:00:00","3.135","1.468","0.411","0.789","1.188","0.539","0.046","0.121","0.016","0.027","0.077"
"ABT147","2000.0","SP","02/29/2000 09:00:00","05/30/2000 08:00:00","2.615","2.632","1.169","1.537","2.682","0.965","0.108","0.383","0.056","0.057",""
"QAK172","2004.0","FA","08/31/2004 09:00:00","11/30/2004 08:00:00","19.304","5.772","0.712","2.559","3.23","1.671","0.422","0.04","0.074","0.066","0.034"
"IRL141","2020.0","WI","12/03/2019 09:00:00","03/03/2020 08:00:00","0.407","1.716","1.192","0.239","1.428","0.201","0.342","3.836","0.503","0.218","7.098"
"GAS153","1991.0","SU","06/04/1991 09:00:00","09/03/1991 08:00:00","3.963","7.659","0.151","1.797","1.919","2.049","","","","",""
"SND152","1991.0","WI","12/04/1990 09:00:00","02/26/1991 08:00:00","9.034","3.789","2.859","0.802","3.649","2.165","","","","",""
"PIN414","2015.0","FA","09/01/2015 09:00:00","12/01/2015 08:00:00","0.523","0.699","0.938","0.671","1.598","0.178","0.165","0.541","0.086","0.066","0.488"
"CTH110","2010.0","SP","03/02/2010 09:00:00","06/01/2010 08:00:00","2.026","1.729","0.716","0.954","1.655","0.683","0.346","0.081","0.054","0.115","0.043"
"WSP144","1993.0","FA","08/31/1993 09:00:00","11/30/1993 08:00:00","8.693","3.774","0.767","2.309","2.862","1.317","","","","",""
"PSU106","2010.0","SP","03/02/2010 09:00:00","06/01/2010 08:00:00","3.225","2.265","0.917","1.187","2.085","0.941","0.36","0.086","0.053","0.082","0.05"
"BFT142","2004.0","WI","12/02/2003 09:00:00","03/02/2004 08:00:00","5.899","2.543","1.19","1.487","2.653","0.689","0.125","0.632","0.08","0.062","0.316"
"CAT175","2002.0","WI","12/04/2001 09:00:00","02/26/2002 08:00:00","8.202","1.965","0.806","2.527","3.293","0.808","0.111","0.115","0.019","0.03",""
"MEV405","1997.0","WI","12/03/1996 09:00:00","03/04/1997 08:00:00","0.948","0.627","0.126","0.678","0.793","0.197","","","","",""
"DUK008","2020.0","WI","12/03/2019 09:00:00","03/03/2020 08:00:00","0.529","0.778","0.64","0.863","1.489","0.319","0.069","0.229","0.033","0.054","0.181"
"CDR119","1997.0","SU","06/03/1997 09:00:00","09/02/1997 08:00:00","3.458","8.034","0.095","1.553","1.624","2.035","","","","",""
"MKG113","2016.0","SU","05/31/2016 09:00:00","08/30/2016 08:00:00","0.704","1.526","0.199","1.012","1.196","0.511","0.234","0.037","0.035","0.09","0.032"
"ARE228","1995.0","WI","11/29/1994 09:00:00","02/28/1995 08:00:00","18.98","3.315","2.842","2.371","5.175","1.731","","","","",""
"SND152","1994.0","SP","03/01/1994 09:00:00","05/31/1994 08:00:00","6.722","5.177","1.234","2.31","3.508","1.975","","","","",""
"BEL116","2006.0","WI","11/29/2005 09:00:00","02/28/2006 08:00:00","13.277","2.897","1.056","1.635","2.664","1.086","0.208","0.178","0.038","0.053","0.083"
"IRL141","2011.0","SP","03/01/2011 09:00:00","05/31/2011 08:00:00","0.819","3.3","1.954","0.391","2.339","0.694","0.392","2.887","0.386","0.191","4.121"
"SUM156","1998.0","SP","03/03/1998 09:00:00","06/02/1998 08:00:00","1.755","5.491","0.644","1.157","1.783","1.197","","","","",""
"SHN418","1990.0","FA","09/04/1990 09:00:00","12/04/1990 08:00:00","11.781","4.541","0.328","2.645","2.931","1.307","","","","",""
"KEF112","1989.0","SP","02/28/1989 09:00:00","05/30/1989 08:00:00","13.844","4.892","0.541","2.476","2.977","1.485","0.188","0.15","0.049","0.176",""
"SHE604","2015.0","SP","03/03/2015 09:00:00","06/02/2015 08:00:00","0.332","0.608","0.232","0.417","0.643","0.241","0.155","0.027","0.026","0.026","0.016"
"GLR468","1993.0","WI","12/01/1992 09:00:00","03/02/1993 08:00:00","1.739","1.102","0.443","0.349","0.786","0.418","","","","",""
"HOW191","2011.0","FA","08/30/2011 09:00:00","11/29/2011 08:00:00","","","","","","","","","","",""
"CND125","2001.0","WI","11/28/2000 09:00:00","02/27/2001 08:00:00","9.697","3.395","1.956","2.106","4.029","1.673","0.091","0.166","0.027","0.078",""
"WNC429","2005.0","WI","11/30/2004 09:00:00","03/01/2005 08:00:00","0.836","0.594","0.538","0.605","1.133","0.287","0.157","0.026","0.014","0.017","0.017"
"CHE185","2022.0","SU","05/31/2022 09:00:00","08/30/2022 08:00:00","0.438","1.41","0.608","0.754","1.35","0.396","0.499","0.22","0.07","0.096","0.064"
"VPI120","2002.0","WI","12/04/2001 09:00:00","02/26/2002 08:00:00","9.338","2.534","0.566","2.275","2.805","0.732","0.175","0.09","0.026","0.037",""
"COW137","2013.0","SU","06/04/2013 09:00:00","09/03/2013 08:00:00","0.186","1.784","0.077","0.242","0.315","0.609","0.054","0.043","0.017","0.09","0.032"
"BVL130","2011.0","SU","05/31/2011 09:00:00","08/30/2011 08:00:00","2.021","3.835","0.777","1.954","2.7","1.231","0.783","0.057","0.137","0.093","0.033"
"LRL117","1994.0","FA","08/30/1994 09:00:00","11/29/1994 08:00:00","10.996","4.307","0.294","1.583","1.852","1.17","","","","",""
"VPI120","1990.0","WI","11/28/1989 09:00:00","02/27/1990 08:00:00","13.875","2.856","0.534","2.486","2.981","0.827","","","","",""
"MKG113","2015.0","WI","12/02/2014 09:00:00","03/03/2015 08:00:00","4.437","2.091","1.945","0.757","2.689","1.055","0.194","0.299","0.037","0.059","0.197"
"CAT175","1996.0","FA","09/03/1996 09:00:00","12/03/1996 08:00:00","3.838","2.301","0.293","2.123","2.383","0.751","","","","",""
"ALH157","2010.0","FA","08/31/2010 09:00:00","11/30/2010 08:00:00","2.42","1.961","1.4","1.06","2.443","0.816","0.932","0.063","0.092","0.163","0.056"
"SAL133","1991.0","SU","06/04/1991 09:00:00","09/03/1991 08:00:00","5.923","8.429","0.982","3.577","4.503","2.822","","","","",""
"DEV412","2000.0","FA","08/29/2000 09:00:00","11/28/2000 08:00:00","0.285","0.98","0.362","1.551","1.888","0.343","0.278","0.134","0.04","0.037",""
"HOW132","1999.0","WI","12/01/1998 09:00:00","03/02/1999 08:00:00","2.327","1.173","0.405","0.558","0.954","0.408","","","","",""
"PSU106","2009.0","FA","09/01/2009 09:00:00","12/01/2009 08:00:00","2.65","2.084","0.851","0.725","1.564","0.83","0.256","0.111","0.039","0.077","0.081"
"IRL141","2012.0","SP","02/28/2012 09:00:00","05/29/2012 08:00:00","0.559","2.545","1.469","0.344","1.808","0.489","0.324","2.966","0.386","0.169","4.63"
"WSP144","1993.0","SU","06/01/1993 09:00:00","08/31/1993 08:00:00","7.019","8.204","0.338","4.454","4.722","2.773","","","","",""
"LAV410","1999.0","WI","12/01/1998 09:00:00","03/02/1999 08:00:00","0.154","0.148","0.09","0.124","0.212","0.062","","","","",""
"PET427","2021.0","SP","03/02/2021 09:00:00","06/01/2021 08:00:00","0.185","0.579","0.389","0.419","0.801","0.179","0.351","0.147","0.049","0.046","0.085"
"MCK231","2011.0","WI","11/30/2010 09:00:00","03/01/2011 08:00:00","5.127","2.913","2.695","1.509","4.18","1.724","0.179","0.125","0.023","0.06","0.076"
"ASH135","2005.0","FA","08/30/2005 09:00:00","11/29/2005 08:00:00","0.931","1.527","0.136","0.316","0.447","0.424","0.074","0.075","0.021","0.09","0.086"
"UVL124","2009.0","FA","09/01/2009 09:00:00","12/01/2009 08:00:00","1.878","2.04","1.584","0.774","2.346","1.017","0.326","0.031","0.059","0.11","0.045"
"GRC474","2005.0","SU","05/31/2005 09:00:00","08/30/2005 08:00:00","0.378","1.103","0.22","0.913","1.118","0.383","0.164","0.079","0.027","0.064","0.028"
"STK138","2002.0","FA","09/03/2002 09:00:00","12/03/2002 08:00:00","","","","","","","","","","",""
"VPI120","1990.0","SU","05/29/1990 09:00:00","09/04/1990 08:00:00","6.013","11.187","0.257","2.978","3.188","2.184","","","","",""
"PAL190","2016.0","SU","05/31/2016 09:00:00","08/30/2016 08:00:00","0.723","1.475","0.477","0.811","1.275","0.442","0.533","0.138","0.051","0.077","0.022"
"EVE419","2005.0","FA","08/30/2005 09:00:00","11/29/2005 08:00:00","","","","","","","","","","",""
"PSU106","1989.0","SP","02/28/1989 09:00:00","05/30/1989 08:00:00","11.049","5.23","1.803","2.273","4.04","2.281","0.384","0.13","0.058","0.143",""
"SHN418","2015.0","SP","03/03/2015 09:00:00","06/02/2015 08:00:00","0.92","1.428","0.522","0.901","1.409","0.502","0.186","0.114","0.039","0.047","0.041"
"SUM156","1993.0","WI","12/01/1992 09:00:00","03/02/1993 08:00:00","3.111","3.453","0.497","1.086","1.565","0.989","","","","",""
"GLR468","1999.0","FA","08/31/1999 09:00:00","11/30/1999 08:00:00","0.482","0.569","0.13","0.219","0.346","0.201","","","","",""
"PSU106","2013.0","FA","09/03/2013 09:00:00","12/03/2013 08:00:00","2.377","1.895","1.09","0.885","1.961","0.875","0.274","0.129","0.043","0.059","0.112"
"VIN140","1995.0","WI","11/29/1994 09:00:00","02/28/1995 08:00:00","18.52","4.007","4.396","1.273","5.649","2.366","","","","",""
"SEK402","2004.0","SU","06/01/2004 09:00:00","08/31/2004 08:00:00","1.903","1.955","1.097","2.725","3.779","0.874","0.241","0.188","0.06","0.119","0.03"
"ROM406","1995.0","WI","11/29/1994 09:00:00","02/28/1995 08:00:00","0.465","0.339","0.21","0.273","0.479","0.161","","","","",""
"PED108","2004.0","SU","06/01/2004 09:00:00","08/31/2004 08:00:00","","","","","","","","","","",""
"GLR468","1992.0","SP","03/03/1992 09:00:00","06/02/1992 08:00:00","0.422","0.827","0.131","0.289","0.416","0.269","","","","",""
"ROM206","2005.0","SP","03/01/2005 09:00:00","05/31/2005 08:00:00","0.298","0.693","0.341","0.548","0.881","0.283","0.122","0.027","0.021","0.023","0.013"
